Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    2725    36416        0     7.0%           11      27257
    2828    39136    51200     6.7%           11      27615
    2727    36352        0     7.0%           11      27763
    6681    37024    54204    15.3%           11      28112
    2764    37120    51200     6.9%           11      28463
    2828    38433       10     6.9%           11      28618
    2708    34912        0     7.2%           11      28760
    2829    38560    51200     6.8%           11      29115
    2692    34784    44039     7.2%           11      29427
    2806    39072        0     6.7%           11      29614
    2708    35103    45076     7.2%           11      29930
    2784    37856        0     6.9%           11      30110
    9603    31849     3005    23.2%           11      30252
    2723    37982    51295     6.7%           11      30605
    2696    34114        0     7.3%           11      30743
    2729    36765    48866     6.9%           11      31092
    2761    36160        0     7.1%           11      31239
    2817    37984    51234     6.9%           11      31593
    2741    36576        0     7.0%           11      31742
    2726    35570    51200     7.1%           11      32085
    2759    37856        0     6.8%           11      32239
    2817    38272    51200     6.9%           11      32594
    6593    36768     3007    15.2%           11      32744
    2751    37024    51200     6.9%           11      33094
    2723    34810       10     7.3%           11      33236
    2809    37888    51200     6.9%           11      33589
    2727    36224        0     7.0%           11      33737
    2748    37087    51234     6.9%           11      34086
    2705    35808        0     7.0%           11      34231
    2818    37475    51200     7.0%           11      34582
    3085    35727        0     7.9%           11      34728
    2780    37184    51200     7.0%           11      35078
    2755    36960        0     6.9%           11      35229
    2774    37344    51200     6.9%           11      35579
    2797    37266       90     7.0%           11      35732
    3102    35436    51200     8.0%           11      36076
    2785    35356       58     7.3%           11      36220
    2761    36736    51200     7.0%           11      36569
    2796    37440        0     6.9%           11      36721
    2821    37088    51200     7.1%           11      37071
    2813    37600        0     7.0%           11      37224
    6864    35401    54209    16.2%           11      37568
    2719    35712        0     7.1%           11      37713
    2782    37281    51210     6.9%           11      38064
    2738    36512        0     7.0%           11      38212
    2775    36736    51200     7.0%           11      38561
    3101    36535       34     7.8%           11      38710
    2768    34915    51200     7.3%           11      39051
    2801    38080        0     6.9%           11      39205
    2788    36480    51200     7.1%           11      39553
    2838    39008        0     6.8%           11      39711
    9792    31914    56544    23.5%           11      40061
    3148    34166        0     8.4%           11      40200
    2704    35578    51218     7.1%           11      40544
    2834    39360        0     6.7%           11      40704
    2703    36353    51235     6.9%           11      41051
    2795    37632        0     6.9%           11      41204
    2876    34281    51200     7.7%           11      41544
    3003    37737        0     7.4%           11      41696
    2719    36192    51200     7.0%           11      42043
    6714    39040     3005    14.7%           11      42200
    2707    35232    51200     7.1%           11      42544
    2851    38304        0     6.9%           11      42699
    2958    32625    50258     8.3%           11      43026
    5717    38754       54    12.9%           12      43188
    2697    34325       49     7.3%           12      43328
    2831    38944    51200     6.8%           12      43684
    2659    33920        0     7.3%           12      43823
    2871    35654    51200     7.5%           12      44167
    2992    34665        0     7.9%           12      44308
    6596    38492    54306    14.6%           12      44664
    2627    31808        0     7.6%           12      44794
    2765    36705    51210     7.0%           12      45141
    2707    34688        0     7.2%           12      45283
    3099    34030    51227     8.3%           12      45622
    2752    35900       15     7.1%           12      45767
    2857    35788    51224     7.4%           12      46112
    2784    36576        0     7.1%           12      46261
    2708    34368    51200     7.3%           12      46600
    6674    36960     3005    15.3%           12      46750
    2929    32111    51305     8.4%           12      47079
    2868    38656        0     6.9%           12      47236
    2642    32254    28630     7.6%           12      47478
    2833    39519    10006     6.7%           12      47728
    2625    33661       34     7.2%           12      47865
    2946    35174    51200     7.7%           12      48206
    2777    36675        0     7.0%           12      48355
    2783    38432    44013     6.8%           12      48711
    2595    32224        0     7.5%           12      48841
    9667    33993    54205    22.1%           12      49191
    2709    35168        0     7.2%           12      49334
    3138    34337    51218     8.4%           12      49673
    2745    36032        0     7.1%           12      49820
    2793    37280    51200     7.0%           12      50169
    2824    38784       34     6.8%           12      50328
    2769    36608    51200     7.0%           12      50675
    3015    37481        0     7.4%           12      50828
    2879    34924        0     7.6%           12      50968
    6814    41088    50896    14.2%           12      51335
    2660    34112        0     7.2%           12      51474
  120119     4123    68813    96.7%           12      51765
   57750       30       20    99.9%           12      51765
    2764       44     3843    98.4%           12      51779
   54129        0    44073   100.0%           12      51965
   21044        1        0   100.0%           12      51965
   33445        8    51475   100.0%           12      52166
   40745        1        0   100.0%           12      52166
    3424       17    51637    99.5%           12      52368
   80208        0     3132   100.0%           12      52368
    3456        1    11821   100.0%           12      52414
   60084        0    36153   100.0%           12      52571
   10947        1        0   100.0%           12      52571
   36659       12    52214   100.0%           12      52775
   41298        2       50   100.0%           12      52775
    8335        9    52400    99.9%           12      52980
   66617        1        0   100.0%           12      52980
    2068        3    15703    99.9%           12      53040
   62078        5    21214   100.0%           12      53185
   11894       16        0    99.9%           12      53186
   31020       10    52805   100.0%           12      53392
   45901        0       53   100.0%           12      53392
    2337        6    52899    99.7%           13      53598
   65318        0      160   100.0%           13      53599
    9405        4        0   100.0%           13      53599
   29160       15    53130    99.9%           13      53806
   46905        1        0   100.0%           13      53806
    2050        2    21325    99.9%           13      53885
   52169        0    24074   100.0%           13      54014
   31171        4        0   100.0%           13      54014
    7780       10    53479    99.9%           13      54223
   57452        0        0   100.0%           13      54223
    9504        1        0   100.0%           13      54223
   31011        2    53676   100.0%           13      54432
   46920        1        0   100.0%           13      54433
    3649       53    17493    98.6%           13      54497
   46327        6    22459   100.0%           13      54642
   32153       38        0    99.9%           13      54642
    7232        0    56918   100.0%           13      54852
   56160        0        0   100.0%           13      54853
   20132       34       28    99.8%           13      54852
   20149        3    53827   100.0%           13      55063
   48842        0       85   100.0%           13      55063
    1988        0    12300   100.0%           13      55110
   47311        3    34583   100.0%           13      55273
   32567       28        0    99.9%           13      55273
    3482        6    53945    99.8%           13      55484
   64628        0     3004   100.0%           13      55484
   19332       38        0    99.8%           13      55484
   10322        3    54031   100.0%           13      55695
   64624        0       25   100.0%           13      55695
    3078       60     1793    98.1%           14      55701
   31782        0    49842   100.0%           14      55906
   41845        1        0   100.0%           14      55907
    2114        0    33552   100.0%           14      56036
   51063        3    17602   100.0%           14      56118
   28214       45        0    99.8%           14      56118
    6200        0    57348   100.0%           14      56330
   56773        0      110   100.0%           14      56330
   18326        0       23   100.0%           14      56330
   13282       10    54390    99.9%           14      56542
   57110       26       28   100.0%           14      56543
    7457        0       52   100.0%           14      56543
   27050        9    54471   100.0%           14      56755
   49867        1        0   100.0%           14      56756
    1831        2     6918    99.9%           14      56783
   45819        0    50211   100.0%           14      56978
   39046        1        0   100.0%           14      56978
    2220       30    36884    98.7%           14      57121
   47003        0    14496   100.0%           14      57191
   31149        1        0   100.0%           14      57191
    5391       64    54770    98.8%           14      57405
   56748        0        0   100.0%           14      57405
   13431        1        0   100.0%           14      57405
   12307        4    54836   100.0%           14      57619
   61662        0        0   100.0%           14      57619
   12698        0     3081   100.0%           14      57619
   22153        3    54925   100.0%           14      57833
   47767        0      149   100.0%           14      57834
    1923        2    10506    99.9%           14      57875
   41347        6    41685   100.0%           14      58048
   41486       37       53    99.9%           14      58049
    2245        5    37652    99.8%           14      58196
   47069        3    14372   100.0%           14      58264
   29168        1        0   100.0%           14      58264
    4551        0    60300   100.0%           14      58478
   55926        0      262   100.0%           14      58479
   18259       37        0    99.8%           14      58480
    5374        0    55342   100.0%           14      58695
   58151        0        0   100.0%           14      58695
   17358        0       49   100.0%           14      58695
   13266       11    55266    99.9%           15      58911
   52046        3        0   100.0%           15      58911
    6538        1        0   100.0%           15      58911
   27078        6    55331   100.0%           15      59127
   58887        0     3148   100.0%           15      59127
    1671        0     1152   100.0%           15      59131
   28589        0    51839   100.0%           15      59343
   42978        1        0   100.0%           15      59343
    1907        3     9993    99.8%           15      59383
   34538        0    43009   100.0%           15      59561
   41014        1        0   100.0%           15      59561
    3975       16    29013    99.6%           15      59671
   45279        5    23016   100.0%           15      59777
   31166        1        0   100.0%           15      59777
    5315        0    42406   100.0%           15      59933
   51932        4     5364   100.0%           15      59994
   28208        0       46   100.0%           15      59995
    2418        9    55555    99.6%           15      60212
   51926        0       47   100.0%           15      60212
   19837        1        0   100.0%           15      60212
   10636        9    55665    99.9%           15      60429
   59694       36        0    99.9%           15      60430
    8493        2        0   100.0%           15      60430
   22453        9    58713   100.0%           15      60647
   55779        0        0   100.0%           15      60647
    1597        0        0   100.0%           15      60647
   28971       80    54278    99.7%           15      60865
   51851        1        0   100.0%           15      60865
    1780        0     7007   100.0%           15      60892
   35644        7    46355   100.0%           15      61083
   42987        1        0   100.0%           15      61083
    2958       32    25528    98.9%           15      61180
   37448        4    24270   100.0%           15      61302
   43148        0     3149   100.0%           15      61302
    2315        6    40215    99.7%           15      61458
   49950        0     5246   100.0%           15      61520
   31125       85        0    99.7%           15      61520
    2316        0    56101   100.0%           15      61736
   46973        3      110   100.0%           15      61740
   23322        1        0   100.0%           15      61740
    2419        9    56025    99.6%           15      61958
   58708       57        0    99.9%           15      61959
   23585        1     3005   100.0%           15      61959
    3450        9    56184    99.7%           15      62178
   53780        0        0   100.0%           15      62178
   19340        0       25   100.0%           16      62178
   10475       38    56159    99.6%           16      62397
   53024        0       92   100.0%           16      62398
   21353        1        0   100.0%           16      62398
    5457       12    56097    99.8%           16      62616
   54752        0        0   100.0%           16      62617
   16428        4        0   100.0%           16      62617
   11810        0    59512   100.0%           16      62837
   54294        0        0   100.0%           16      62837
   17411        0       21   100.0%           16      62837
    8345        9    56225    99.9%           16      63057
   49828        0        0   100.0%           16      63057
   10980       28       23    99.7%           16      63057
   19192       10    56229    99.9%           16      63276
   58705        0        0   100.0%           16      63276
    2596        1        0   100.0%           16      63276
   28329        0    61541   100.0%           16      63495
   54869       58        0    99.9%           16      63496
    1773        1     4868    99.9%           16      63516
   32713        0    48926   100.0%           16      63716
   43966        1        0   100.0%           16      63716
    1982        0    25213   100.0%           16      63812
   36882       40    25095    99.9%           16      63937
   37112        1        0   100.0%           16      63937
    2033        4    30221    99.8%           16      64053
   37415        6    23404   100.0%           16      64157
   39219        0     3155   100.0%           16      64157
    4572       47    36884    99.0%           16      64301
   52961        0    16462   100.0%           16      64377
   27224        1        0   100.0%           16      64377
    2281        4    39759    99.8%           16      64532
   47045        0     7232   100.0%           16      64597
   24475       31        0    99.9%           16      64597
    2394        6    56071    99.8%           16      64816
   55793        0      110   100.0%           16      64816
   24472        0     3125   100.0%           16      64817
    7399       10    56023    99.9%           16      65035
   63006       81        0    99.9%           17      65036
   12302        0       63   100.0%           17      65036
   16251        9    55964    99.9%           17      65254
   61660        0       49   100.0%           17      65254
    3594        1        0   100.0%           17      65254
   24449      135    55816    99.5%           17      65473
   53815        1        0   100.0%           17      65473
    1610        0        0   100.0%           17      65473
   31175        0    58811   100.0%           17      65690
   52839        1        0   100.0%           17      65690
    3453       25    11584    99.3%           17      65734
   38496        8    36590   100.0%           17      65906
   29177        1        0   100.0%           17      65906
    2355        0    55061   100.0%           17      66121
   62703        3      110   100.0%           17      66122
   16684       55        0    99.7%           17      66122
   18216        9    54706   100.0%           17      66335
   52804        1        0   100.0%           17      66335
    5554        0    25654   100.0%           17      66419
   31506        5    22375   100.0%           17      66547
    9646      131       49    98.7%           17      61360
    2990      159        0    95.0%           18      51779
    5414        0      342   100.0%           18      45879
    2370       33    54451    98.6%           18      46092
   50059        3      111   100.0%           18      46092
   35051       44        0    99.9%           18      46092
   64794        0     7767   100.0%           18      46122
   16697        0     3004   100.0%           18      46123
   84268        0     4305   100.0%           18      46140
   55173        0        0   100.0%           18      46140
   73311       11        4   100.0%           18      46140
   52227        0     3639   100.0%           18      46154
   65999        0       52   100.0%           18      46154
   56374        0        0   100.0%           18      46168
   95765        0     3077   100.0%           18      46179
   14804       42        0    99.7%           18      46180
  105759        0     2773   100.0%           18      46191
   71524     2472     3179    96.7%           19      46199
   63531        0     2971   100.0%           19      46212
  100349        0     3020   100.0%           19      46223
   45106       12        0   100.0%           19      46223
   62317        0     3447   100.0%           19      46237
   94464        0     3209   100.0%           19      46249
    6729        0        0   100.0%           19      46249
  101375        0     3246   100.0%           19      46262
   58558        0     3373   100.0%           19      46275
   35316        0     5243   100.0%           19      46275
   89487        0     4407   100.0%           19      46292
   20898        0        0   100.0%           19      46292
   78784       35     3808   100.0%           19      46307
   91005        0     3496   100.0%           19      46321
   11533        0       48   100.0%           19      46321
   93083        0     3250   100.0%           19      46334
   87508        0     3135   100.0%           19      46346
    8280        0        0   100.0%           19      46346
  114008        0     3085   100.0%           19      46358
   94769        8     6355   100.0%           19      46371
   85295        0     2532   100.0%           19      46381
   10085        0        7   100.0%           19      46381
   94303        0     2512   100.0%           19      46391
   91299        0     2582   100.0%           19      46401
   73232        2     2526   100.0%           19      46411
   15991        0        0   100.0%           19      46411
   91107        0     2367   100.0%           19      46420
   82571        0     2456   100.0%           19      46430
   29532        0     5537   100.0%           19      46440
   40611        1       89   100.0%           19      46440
   88761        0     2441   100.0%           19      46449
   86058        1     2486   100.0%           19      46459
    2626        0        0   100.0%           19      46459
  135902        0     2509   100.0%           19      46478
   28943        0        0   100.0%           19      46478
   87261        0     2800   100.0%           19      46489
   81084        0     2988   100.0%           19      46501
   86047        0     2991   100.0%           19      46513
   81479        1     5953   100.0%           19      46524
   51997        0     2891   100.0%           19      46535
   27983        1        7   100.0%           19      46535
   84514        0     2858   100.0%           19      46546
   81930        0     2770   100.0%           19      46557
   79110        0     2891   100.0%           19      46568
   75990        0     3001   100.0%           19      46580
   71157        0     3059   100.0%           19      46592
   85426        1     3037   100.0%           19      46604
   85645        0     6058   100.0%           19      46616
   14598        3     3071   100.0%           19      46627
   35929        0        0   100.0%           19      46627
   77173        0     3043   100.0%           19      46639
   54399        0     4169   100.0%           19      46655
   12893        0       32   100.0%           19      46656
   76595        0     3134   100.0%           19      46668
   76342        0     3371   100.0%           19      46681
   39317        0     3535   100.0%           19      46695
   26698        0        0   100.0%           19      46695
   78827        0     6534   100.0%           19      46708
   72208        0     3376   100.0%           19      46722
    1861        1        7    99.9%           19      46722
   73197        0     3355   100.0%           19      46735
   72232        0     3657   100.0%           19      46749
   68227        1     3738   100.0%           19      46764
   63408        0     3477   100.0%           19      46777
   26167        0     3456   100.0%           19      46790
   32401        0        0   100.0%           19      46791
   72984        0     5435   100.0%           19      46804
   69999        1     3590   100.0%           19      46818
   69342        3     3622   100.0%           19      46832
   68274        0     3676   100.0%           19      46846
   64962        0     3952   100.0%           19      46862
   63374        0     4007   100.0%           19      46877
   62632        0     4139   100.0%           19      46893
   47352        0     4128   100.0%           19      46909
   48575        0     4001   100.0%           19      46925
   23020        0     3699   100.0%           19      46940
   89020        0     8798   100.0%           19      46953
   60423        0     3507   100.0%           19      46967
   57757        0     3466   100.0%           19      46980
   56390        1     3661   100.0%           19      46995
  -14083        0    15681   100.0%           19      47055
   35321       13       35   100.0%           19      47056
    1595        0        0   100.0%           19      47056
   28235       52     7768    99.8%           19      47071
    1612        0        0   100.0%           19      47071
   29596        0     4305   100.0%           19      47080
    5974        0     3004   100.0%           19      47080
   28278        0     3639   100.0%           19      47087
    3074        0     3555   100.0%           19      47093
    1611        0        0   100.0%           19      47094
   30033        0     3108   100.0%           19      47100
    1598        0        0   100.0%           19      47100
   30559       22     2773    99.9%           19      47105
    1646        0        0   100.0%           19      47105
   30711        0     2971   100.0%           19      47111
    7798        0     6095   100.0%           19      47117
    1646        0        0   100.0%           19      47117
   31034        7     3379   100.0%           19      47124
    1599        0        5   100.0%           19      47124
   31324        0     3209   100.0%           19      47130
    1613        1       31    99.9%           19      47130
   31561       10     3245   100.0%           19      47136
     -65        0     3373   100.0%           19      47143
   29992        0        0   100.0%           19      47143
   31681        5     4407   100.0%           19      47151
    5913        2     3096   100.0%           19      47152
   31747        0     3797   100.0%           19      47159
    1575        1        5    99.9%           19      47159
   31677       12     3497   100.0%           19      47166
    1615        0       27   100.0%           19      47166
   31839       10     3252   100.0%           19      47172
    1646        0        0   100.0%           19      47172
   30273        0     3135   100.0%           19      47178
   32276        0     3085   100.0%           19      47184
    5993        0     3008   100.0%           19      47184
   31225        0     3441   100.0%           19      47191
    1646        0        0   100.0%           19      47191
   31842       15     2537   100.0%           19      47196
   32027        0     2513   100.0%           19      47201
    1613        1       30    99.9%           19      47201
   32025        0     2581   100.0%           19      47206
    2701       19     2523    99.3%           19      47211
    1595        0        0   100.0%           19      47211
   32217        1     2367   100.0%           19      47215
    6047        0     3010   100.0%           19      47216
   32351        0     2455   100.0%           19      47220
   32284       15     2539   100.0%           19      47225
    1625        0        0   100.0%           19      47225
   32516        0     2441   100.0%           19      47230
    1587        0       32   100.0%           19      47230
   32534        0     2479   100.0%           19      47235
    1648        0        0   100.0%           19      47235
   32650        0     1212   100.0%           19      47240
   37459        0     5492   100.0%           19      47245
    1597        0        0   100.0%           19      47245
   33139        9     2799   100.0%           19      47250
    1604        1        6    99.9%           19      47250
   33139        0     2989   100.0%           19      47256
    1611        1       30    99.9%           19      47256
   32995        9     2991   100.0%           19      47262
    1609        0        0   100.0%           19      47262
   33139       11     2859   100.0%           19      47268
     170        0     2891   100.0%           19      47273
   34154        0     5256   100.0%           19      47273
   33231        0     2857   100.0%           19      47279
    1603        0        6   100.0%           19      47279
   33371       23     2771    99.9%           19      47284
    1613        0        0   100.0%           19      47284
   33588        0     2889   100.0%           19      47290
   29132        4     3001   100.0%           19      47296
    1584        0        0   100.0%           19      47296
   33542        7     3059   100.0%           19      47302
    6014        0     3017   100.0%           19      47302
   33619        0     3019   100.0%           19      47308
    1596        0        0   100.0%           19      47308
   33615        8     3065   100.0%           19      47314
   33799        0     2977   100.0%           19      47319
    1606        1       30    99.9%           19      47319
   34940       21     3029    99.9%           19      47325
    1608        0        0   100.0%           19      47325
   33384        0     4169   100.0%           19      47334
    1594        0        0   100.0%           19      47334
   38733        0     6150   100.0%           19      47340
    1625        0        0   100.0%           19      47340
   34367        0     3374   100.0%           19      47346
    -182       25     3535   115.9%           19      47353
   32574        0        0   100.0%           19      47353
   34196        0     3469   100.0%           19      47360
    1595        0        0   100.0%           19      47360
   34149        8     3377   100.0%           19      47367
    1592        0        0   100.0%           19      47367
   34682       19     3355    99.9%           19      47373
    5983       38     3103    99.4%           20      47373
   34493        0     3657   100.0%           20      47380
    1600        0        8   100.0%           20      47380
   34210        3     3707   100.0%           20      47388
    1588        1       30    99.9%           20      47388
   33052        0     3096   100.0%           20      47394
    3313        1     3455   100.0%           20      47401
    1647        0        0   100.0%           20      47401
   34525        0     3429   100.0%           20      47408
    6050        0     3018   100.0%           20      47408
   34698       11     3499   100.0%           20      47415
    1604        1        6    99.9%           20      47415
   34572       13     3623   100.0%           20      47422
    1595        0        0   100.0%           20      47422
   34877        0     3691   100.0%           20      47429
    1625        7        0    99.6%           20      47429
   34563        8     3951   100.0%           20      47437
    1610        0        0   100.0%           20      47437
   39009        0     6994   100.0%           20      47445
    1599        0        0   100.0%           20      47445
   32346        0     4139   100.0%           20      47453
    3526       16     4135    99.5%           20      47461
   32240        0        0   100.0%           20      47461
   33690        0     4031   100.0%           20      47469
    1644        0        0   100.0%           20      47469
   33418        7     3699   100.0%           20      47476
    1615        0        0   100.0%           20      47476
   33258        0     3463   100.0%           20      47483
    6030        0     3020   100.0%           20      47483
   32788        7     3507   100.0%           20      47489
    1641        0       12   100.0%           20      47489
   32526        0     3465   100.0%           20      47496
    1599        0       27   100.0%           20      47496
   44816        0     3657   100.0%           20      47503
    1611        0        0   100.0%           20      47503
  123279       51    15756   100.0%           20      47534
    3600       92      136    97.5%           20      47535
    5006        0     5357   100.0%           20      47535
   17119        0       80   100.0%            3      40007

Ending tracing...
